"eventType"; "eventType_subCategory"; "description"; "creation_date"; "valid_until"; "link"; "lng"; "lat"
event; market; Helene-Weigel-Platz, Marzahn; 2016-01-13 08:00:00+00:00; 2016-01-13 16:00:00+00:00;;13.540044;52.5272153;
event; market; Helene-Weigel-Platz, Marzahn; 2016-01-14 08:00:00+00:00; 2016-01-14 16:00:00+00:00;;13.540044;52.5272153;
event; market; Helene-Weigel-Platz, Marzahn; 2016-01-15 08:00:00+00:00; 2016-01-15 16:00:00+00:00;;13.540044;52.5272153;
event; market; Helene-Weigel-Platz, Marzahn; 2016-01-16 08:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.540044;52.5272153;
event; market; Marzahner Promenade 30 - 33, Marzahn; 2016-01-11 08:00:00+00:00; 2016-01-11 17:00:00+00:00;;13.54881;52.54421;
event; market; Marzahner Promenade 30 - 33, Marzahn; 2016-01-13 08:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.54881;52.54421;
event; market; Marzahner Promenade 30 - 33, Marzahn; 2016-01-15 08:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.54881;52.54421;
event; market; Cecilienplatz Ernst-Bloch-Strasse, Hellersdorf; 2016-01-13 08:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.5906492;52.5203076;
event; market; Cecilienplatz Ernst-Bloch-Strasse, Hellersdorf; 2016-01-15 08:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.5906492;52.5203076;
event; market; Barnimplatz, Marzahn; 2016-01-12 07:00:00+00:00; 2016-01-12 15:00:00+00:00;;13.5730628;52.5672515;
event; market; Arkonaplatz, Mitte; 2016-01-15 11:00:00+00:00; 2016-01-15 18:00:00+00:00;;13.4017768;52.5375068;
event; market; Schillingstrasse / Singerstrasse, Mitte; 2016-01-12 08:00:00+00:00; 2016-01-12 16:00:00+00:00;;13.4235235;52.5167078;
event; market; Schillingstrasse / Singerstrasse, Mitte; 2016-01-14 08:00:00+00:00; 2016-01-14 16:00:00+00:00;;13.4235235;52.5167078;
event; market; Schillingstrasse / Singerstrasse, Mitte; 2016-01-15 08:00:00+00:00; 2016-01-15 16:00:00+00:00;;13.4235235;52.5167078;
event; market; Spittelmarkt, Mitte; 2016-01-11 09:00:00+00:00; 2016-01-11 15:00:00+00:00;;13.4022041;52.5117278;
event; market; Spittelmarkt, Mitte; 2016-01-13 09:00:00+00:00; 2016-01-13 15:00:00+00:00;;13.4022041;52.5117278;
event; market; Spittelmarkt, Mitte; 2016-01-15 09:00:00+00:00; 2016-01-15 15:00:00+00:00;;13.4022041;52.5117278;
event; market; Rathaus Wedding Genter / Ostender Strasse, Wedding; 2016-01-13 06:00:00+00:00; 2016-01-13 15:00:00+00:00;;13.3514965;52.5459546;
event; market; Rathaus Wedding Genter / Ostender Strasse, Wedding; 2016-01-16 06:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.3514965;52.5459546;
event; market; Leopoldplatz, Wedding; 2016-01-12 09:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.358831;52.5461888;
event; market; Leopoldplatz, Wedding; 2016-01-15 09:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.358831;52.5461888;
event; market; Iranische / Reinickendorfer Strasse, Gesundbrunnen; 2016-01-12 07:30:00+00:00; 2016-01-12 12:00:00+00:00;;13.3692163;52.5481543;
event; market; Iranische / Reinickendorfer Strasse, Gesundbrunnen; 2016-01-15 07:30:00+00:00; 2016-01-15 12:00:00+00:00;;13.3692163;52.5481543;
event; market; Ackerstrasse, Mitte; 2016-01-14 10:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.3903632;52.5353419;
event; market; Nettelbeckplatz, Wedding; 2016-01-12 10:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.3694961;52.5449303;
event; market; Nettelbeckplatz, Wedding; 2016-01-15 10:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.3694961;52.5449303;
event; market; Jagowstrasse zwischen Levetzow- und Agricolastrasse, Moabit; 2016-01-13 07:00:00+00:00; 2016-01-13 12:00:00+00:00;;13.3337916;52.520093;
event; market; Jagowstrasse zwischen Levetzow- und Agricolastrasse, Moabit; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.3337916;52.520093;
event; market; Hackescher Markt, Mitte; 2016-01-14 08:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.4023091;52.5236811;
event; market; Hackescher Markt, Mitte; 2016-01-16 09:00:00+00:00; 2016-01-16 17:00:00+00:00;;13.4023091;52.5236811;
event; market; Bauernmarkt am Zionskirchplatz, Mitte; 2016-01-14 10:00:00+00:00; 2016-01-14 17:30:00+00:00;;13.406667;52.519444;
event; market; Maybachufer, Neukoelln; 2016-01-12 10:00:00+00:00; 2016-01-12 17:30:00+00:00;;13.4305323;52.4926667;
event; market; Maybachufer, Neukoelln; 2016-01-15 10:00:00+00:00; 2016-01-15 17:30:00+00:00;;13.4305323;52.4926667;
event; market; Karl-Marx-Platz, Neukoelln; 2016-01-16 07:00:00+00:00; 2016-01-16 13:00:00+00:00;;13.4421308;52.473879;
event; market; Karl-Marx-Platz, Neukoelln; 2016-01-13 10:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.4421308;52.473879;
event; market; Britz-Sued Gutschmidtstrasse, Britz; 2016-01-11 07:00:00+00:00; 2016-01-11 12:00:00+00:00;;13.4397356;52.4467481;
event; market; Britz-Sued Gutschmidtstrasse, Britz; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.4397356;52.4467481;
event; market; Britz-Sued Gutschmidtstrasse, Britz; 2016-01-14 08:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.4397356;52.4467481;
event; market; Fritz-Reuter-Allee, Britz; 2016-01-12 08:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.4494779;52.44426;
event; market; Fritz-Reuter-Allee, Britz; 2016-01-12 07:00:00+00:00; 2016-01-12 12:00:00+00:00;;13.4494779;52.44426;
event; market; Prierosser Strasse, Rudow; 2016-01-13 07:00:00+00:00; 2016-01-13 12:00:00+00:00;;13.4956388;52.4206229;
event; market; Prierosser Strasse, Rudow; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.4956388;52.4206229;
event; market; Rotraut-Richter-Platz, Gropiusstadt; 2016-01-13 08:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.4746142;52.4233011;
event; market; Rotraut-Richter-Platz, Gropiusstadt; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.4746142;52.4233011;
event; market; Hermannplatz, Neukoelln; 2016-01-12 09:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.4249845;52.487067;
event; market; Hermannplatz, Neukoelln; 2016-01-13 09:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.4249845;52.487067;
event; market; Hermannplatz, Neukoelln; 2016-01-14 09:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.4249845;52.487067;
event; market; Hermannplatz, Neukoelln; 2016-01-15 09:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.4249845;52.487067;
event; market; Schillermarkt am Herrfurthplatz, Neukoelln; 2016-01-16 09:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.4219655;52.4775083;
event; market; Lipschitzplatz, Gropiusstadt; 2016-01-11 09:00:00+00:00; 2016-01-11 17:00:00+00:00;;13.4671971;52.4271068;
event; market; Lipschitzplatz, Gropiusstadt; 2016-01-13 09:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.4671971;52.4271068;
event; market; Lipschitzplatz, Gropiusstadt; 2016-01-15 09:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.4671971;52.4271068;
event; market; Breite Strasse (Mittelpromenade), Pankow; 2016-01-16 07:00:00+00:00; 2016-01-16 14:00:00+00:00;;13.4317001;52.5928787;
event; market; Breite Strasse (Mittelpromenade), Pankow; 2016-01-12 07:00:00+00:00; 2016-01-12 12:00:00+00:00;;13.4317001;52.5928787;
event; market; Breite Strasse (Mittelpromenade), Pankow; 2016-01-15 07:00:00+00:00; 2016-01-15 12:00:00+00:00;;13.4317001;52.5928787;
event; market; Breite Strasse (Mittelpromenade), Pankow; 2016-01-13 07:00:00+00:00; 2016-01-13 16:00:00+00:00;;13.4317001;52.5928787;
event; market; Markt am Hugenottenplatz, Buchholz; 2016-01-16 08:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.4200511;52.6070184;
event; market; Hauptstrasse / Goethestrasse, Wilhelmsruh; 2016-01-13 07:00:00+00:00; 2016-01-13 13:00:00+00:00;;13.3639929;52.5875896;
event; market; Hauptstrasse / Goethestrasse, Wilhelmsruh; 2016-01-15 07:00:00+00:00; 2016-01-15 13:00:00+00:00;;13.3639929;52.5875896;
event; market; Greifswalder Strasse / Thomas-Mann-Strasse, Prenzlauer Berg; 2016-01-12 09:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.4453133;52.542551;
event; market; Greifswalder Strasse / Thomas-Mann-Strasse, Prenzlauer Berg; 2016-01-14 09:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.4453133;52.542551;
event; market; Neuer Markt am Kollwitzplatz, Prenzlauer Berg; 2016-01-16 08:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.44009;52.54114;
event; market; Kollwitzplatz, Prenzlauer Berg; 2016-01-14 11:00:00+00:00; 2016-01-14 18:00:00+00:00;;13.4170791;52.5364044;
event; market; Markt am Stierbrunnen, Prenzlauer Berg; 2016-01-16 08:00:00+00:00; 2016-01-16 14:00:00+00:00;;13.44009;52.54114;
event; market; Markt am Helmholtzplatz, Prenzlauer Berg; 2016-01-16 08:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.44009;52.54114;
event; market; Bucher Chaussee / Ecke Achillesstrasse, Weissensee; 2016-01-14 08:00:00+00:00; 2016-01-14 15:00:00+00:00;;13.4613179;52.5528668;
event; market; Bucher Chaussee / Ecke Achillesstrasse, Weissensee; 2016-01-16 08:00:00+00:00; 2016-01-16 12:30:00+00:00;;13.4613179;52.5528668;
event; market; Antonplatz, Weissensee; 2016-01-12 08:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.4510518;52.5485331;
event; market; Antonplatz, Weissensee; 2016-01-15 08:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.4510518;52.5485331;
event; market; Burgfrauenstrasse, Frohnau; 2016-01-14 07:00:00+00:00; 2016-01-14 12:00:00+00:00;;13.294499;52.6295341;
event; market; Burgfrauenstrasse, Frohnau; 2016-01-15 07:00:00+00:00; 2016-01-15 12:00:00+00:00;;13.294499;52.6295341;
event; market; Burgfrauenstrasse, Frohnau; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.294499;52.6295341;
event; market; Wilhelmsruher Damm / Senftenberger Ring, Maerkisches Viertel; 2016-01-14 07:00:00+00:00; 2016-01-14 13:00:00+00:00;;13.3575727;52.6010403;
event; market; Wilhelmsruher Damm / Senftenberger Ring, Maerkisches Viertel; 2016-01-16 07:00:00+00:00; 2016-01-16 13:00:00+00:00;;13.3575727;52.6010403;
event; market; Fellbacher -Strasse, Hermsdorf; 2016-01-13 07:00:00+00:00; 2016-01-13 12:00:00+00:00;;13.3057454;52.6164823;
event; market; Fellbacher -Strasse, Hermsdorf; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.3057454;52.6164823;
event; market; Markt vor dem Rathaus, Spandau; 2016-01-13 07:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.2002964;52.5351876;
event; market; Markt vor dem Rathaus, Spandau; 2016-01-16 07:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.2002964;52.5351876;
event; market; Quellweg, Siemensstadt; 2016-01-11 13:00:00+00:00; 2016-01-11 17:00:00+00:00;;13.2697126;52.5381637;
event; market; Quellweg, Siemensstadt; 2016-01-14 13:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.2697126;52.5381637;
event; market; Burscheider Weg, Haselhorst; 2016-01-12 07:00:00+00:00; 2016-01-12 12:00:00+00:00;;13.2370008;52.5443943;
event; market; Burscheider Weg, Haselhorst; 2016-01-15 07:00:00+00:00; 2016-01-15 12:00:00+00:00;;13.2370008;52.5443943;
event; market; Michelstadter Weg, Spandau; 2016-01-11 07:00:00+00:00; 2016-01-11 11:30:00+00:00;;13.2068402;52.562098;
event; market; Michelstadter Weg, Spandau; 2016-01-14 07:00:00+00:00; 2016-01-14 11:30:00+00:00;;13.2068402;52.562098;
event; market; Bruederstrasse, Spandau; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.1967296;52.5236411;
event; market; Altstadt Spandau, Spandau; 2016-01-11 08:00:00+00:00; 2016-01-11 18:00:00+00:00;;13.2048152;52.5371544;
event; market; Altstadt Spandau, Spandau; 2016-01-12 08:00:00+00:00; 2016-01-12 18:00:00+00:00;;13.2048152;52.5371544;
event; market; Altstadt Spandau, Spandau; 2016-01-14 08:00:00+00:00; 2016-01-14 18:00:00+00:00;;13.2048152;52.5371544;
event; market; Altstadt Spandau, Spandau; 2016-01-15 08:00:00+00:00; 2016-01-15 18:00:00+00:00;;13.2048152;52.5371544;
event; market; Einkaufscenter Staaken/Obstallee, Staaken; 2016-01-12 07:00:00+00:00; 2016-01-12 14:00:00+00:00;;13.1658687;52.52135;
event; market; Einkaufscenter Staaken/Obstallee, Staaken; 2016-01-15 07:00:00+00:00; 2016-01-15 14:00:00+00:00;;13.1658687;52.52135;
event; market; Hermann-Ehlers-Platz, Steglitz ; 2016-01-12 07:00:00+00:00; 2016-01-12 13:00:00+00:00;;13.3219826;52.4568066;
event; market; Hermann-Ehlers-Platz, Steglitz; 2016-01-16 07:00:00+00:00; 2016-01-16 13:00:00+00:00;;13.3219826;52.4568066;
event; market; Hermann-Ehlers-Platz, Steglitz; 2016-01-14 07:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.3219826;52.4568066;
event; market; Kranoldplatz, Lichterfelde; 2016-01-13 07:00:00+00:00; 2016-01-13 13:00:00+00:00;;13.3272641;52.4278597;
event; market; Boelschestrasse, Friedrichshagen; 2016-01-13 09:00:00+00:00; 2016-01-13 16:00:00+00:00;;13.6248781;52.451915;
event; market; Boelschestrasse, Friedrichshagen; 2016-01-15 09:00:00+00:00; 2016-01-15 16:00:00+00:00;;13.6248781;52.451915;
event; market; Boelschestrasse, Friedrichshagen; 2016-01-16 08:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.6248781;52.451915;
event; market; Doerpfeldstrasse, Adlershof ; 2016-01-11 08:00:00+00:00; 2016-01-11 16:00:00+00:00;;13.5501103;52.4386554;
event; market; Doerpfeldstrasse, Adlershof ; 2016-01-12 08:00:00+00:00; 2016-01-12 16:00:00+00:00;;13.5501103;52.4386554;
event; market; Doerpfeldstrasse, Adlershof ; 2016-01-13 08:00:00+00:00; 2016-01-13 16:00:00+00:00;;13.5501103;52.4386554;
event; market; Doerpfeldstrasse, Adlershof ; 2016-01-14 08:00:00+00:00; 2016-01-14 16:00:00+00:00;;13.5501103;52.4386554;
event; market; Oberspreestrasse an der Kaufhalle/Parkplatz, Schoeneweide; 2016-01-14 08:00:00+00:00; 2016-01-14 18:00:00+00:00;;13.404954;52.5200066;
event; market; Sterndamm / Megedestr., Johannisthal; 2016-01-12 08:00:00+00:00; 2016-01-12 15:00:00+00:00;;13.4998143;52.4434156;
event; market; Griechische Allee, Oberschoeneweide; 2016-01-14 09:00:00+00:00; 2016-01-14 16:00:00+00:00;;13.519117;52.4638882;
event; market; Am S-Banhhof Koepenick, Koepenick; 2016-01-11 08:00:00+00:00; 2016-01-11 17:00:00+00:00;;13.5764652;52.4548275;
event; market; Am S-Banhhof Koepenick, Koepenick; 2016-01-12 08:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.5764652;52.4548275;
event; market; Am S-Banhhof Koepenick, Koepenick; 2016-01-13 08:00:00+00:00; 2016-01-13 17:00:00+00:00;;13.5764652;52.4548275;
event; market; Am S-Banhhof Koepenick, Koepenick; 2016-01-14 08:00:00+00:00; 2016-01-14 17:00:00+00:00;;13.5764652;52.4548275;
event; market; Am S-Banhhof Koepenick, Koepenick; 2016-01-15 08:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.5764652;52.4548275;
event; market; Am S-Banhhof Koepenick, Koepenick; 2016-01-16 07:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.5764652;52.4548275;
event; market; S-Bahnhof Gruenau, Gruenau; 2016-01-11 07:00:00+00:00; 2016-01-11 17:00:00+00:00;;12.7950507;50.8614167;
event; market; S-Bahnhof Gruenau, Gruenau; 2016-01-12 07:00:00+00:00; 2016-01-12 17:00:00+00:00;;12.7950507;50.8614167;
event; market; S-Bahnhof Gruenau, Gruenau; 2016-01-13 07:00:00+00:00; 2016-01-13 17:00:00+00:00;;12.7950507;50.8614167;
event; market; S-Bahnhof Gruenau, Gruenau; 2016-01-14 07:00:00+00:00; 2016-01-14 17:00:00+00:00;;12.7950507;50.8614167;
event; market; S-Bahnhof Gruenau, Gruenau; 2016-01-15 07:00:00+00:00; 2016-01-15 17:00:00+00:00;;12.7950507;50.8614167;
event; market; Schlossplatz Koepenick, Koepenick; 2016-01-12 08:00:00+00:00; 2016-01-12 16:00:00+00:00;;13.5744155;52.4446997;
event; market; Schlossplatz Koepenick, Koepenick; 2016-01-14 08:00:00+00:00; 2016-01-14 16:00:00+00:00;;13.5744155;52.4446997;
event; market; Schlossplatz Koepenick, Koepenick; 2016-01-15 08:00:00+00:00; 2016-01-15 16:00:00+00:00;;13.5744155;52.4446997;
event; market; Dammweg, Plaenterwald; 2016-01-11 07:00:00+00:00; 2016-01-11 17:30:00+00:00;;13.4807837;52.4786743;
event; market; Dammweg, Plaenterwald; 2016-01-12 07:00:00+00:00; 2016-01-12 17:30:00+00:00;;13.4807837;52.4786743;
event; market; Dammweg, Plaenterwald; 2016-01-13 07:00:00+00:00; 2016-01-13 17:30:00+00:00;;13.4807837;52.4786743;
event; market; Dammweg, Plaenterwald; 2016-01-14 07:00:00+00:00; 2016-01-14 17:30:00+00:00;;13.4807837;52.4786743;
event; market; Dammweg, Plaenterwald; 2016-01-15 07:00:00+00:00; 2016-01-15 17:30:00+00:00;;13.4807837;52.4786743;
event; market; Dammweg, Plaenterwald; 2016-01-16 07:00:00+00:00; 2016-01-16 12:00:00+00:00;;13.4807837;52.4786743;
event; market; Karl-Kunger-Str. 56 (Inselmarkt), Alt-Treptow; 2016-01-12 10:00:00+00:00; 2016-01-12 17:00:00+00:00;;13.4503591;52.4916602;
event; market; Karl-Kunger-Str. 56 (Inselmarkt), Alt-Treptow; 2016-01-15 10:00:00+00:00; 2016-01-15 17:00:00+00:00;;13.4503591;52.4916602;
event; market; Karl-Kunger-Str. 56 (Inselmarkt), Alt-Treptow; 2016-01-16 08:00:00+00:00; 2016-01-16 14:00:00+00:00;;13.4503591;52.4916602;
event; market; Suedstern, Kreuzberg; 2016-01-16 09:00:00+00:00; 2016-01-16 15:00:00+00:00;;13.4066114;52.489459;
